point,S2id,type
point_6138,20200610T140101_20200610T140059_T21MXM,scribble
point_6138,20200725T140059_20200725T140054_T21MXM,scribble
point_6139,20190318T140051_20190318T140226_T21MXM,scribble
point_6139,20190417T140101_20190417T140055_T21MXM,scribble
point_6139,20190616T140101_20190616T140056_T21MXM,scribble
point_6139,20190716T140101_20190716T140057_T21MXM,scribble
point_6139,20190820T140059_20190820T140333_T21MXM,scribble
point_6140,20190117T140051_20190117T140048_T21MXM,scribble
point_6140,20190606T140051_20190606T140054_T21MXM,scribble
point_6140,20190716T140101_20190716T140057_T21MXM,scribble
point_6140,20191218T140049_20191218T140047_T21MXM,scribble
point_6140,20200501T140101_20200501T140055_T21MXM,scribble
point_6147,20190609T141051_20190609T141049_T21LWL,scribble
point_6147,20190704T141059_20190704T141055_T21LWL,scribble
point_6147,20191007T141051_20191007T141048_T21LWL,scribble
point_6147,20200330T141049_20200330T141043_T21LWL,scribble
point_6147,20200728T141049_20200728T141048_T21LWL,scribble
point_6148,20190206T140051_20190206T140049_T21LWL,scribble
point_6148,20190525T141059_20190525T141054_T21LWL,scribble
point_6148,20200330T141049_20200330T141043_T21LWL,scribble
point_6148,20200531T140101_20200531T140058_T21LWL,scribble
point_6148,20200610T140101_20200610T140059_T21LWL,scribble
point_6149,20190505T141059_20190505T141054_T21LWL,scribble
point_6149,20200120T140639_20200120T140642_T21LWL,scribble
point_6149,20200305T141041_20200305T141042_T21LWL,scribble
point_6149,20200330T141049_20200330T141043_T21LWL,scribble
point_6149,20200718T141049_20200718T141047_T21LWL,scribble
point_6169,20190831T142041_20190831T142038_T20MRC,scribble
point_6169,20191030T141741_20191030T141738_T20MRC,scribble
point_6169,20191119T141741_20191119T141736_T20MRC,scribble
point_6169,20200106T142729_20200106T142725_T20MRC,scribble
point_6169,20200427T141741_20200427T141738_T20MRC,scribble
point_6178,20190813T141049_20190813T141052_T21MVS,scribble
point_6178,20190927T141051_20190927T141047_T21MVS,scribble
point_6178,20191126T141051_20191126T141046_T21MVS,scribble
point_6178,20191211T141039_20191211T141040_T21MVS,scribble
point_6178,20200105T141041_20200105T141040_T21MVS,scribble
point_6183,20190114T152641_20190114T153109_T17MQM,scribble
point_6183,20190529T152649_20190529T152955_T17MQM,scribble
point_6183,20190926T152639_20190926T152957_T17MQM,scribble
point_6183,20200508T152641_20200508T153240_T17MQM,scribble
point_6183,20200617T152651_20200617T152645_T17MQM,scribble
point_6185,20190102T153619_20190102T153616_T17MNR,scribble
point_6185,20190216T153621_20190216T153615_T17MNR,scribble
point_6185,20191014T153621_20191014T153622_T17MNR,scribble
point_6185,20191118T153619_20191118T153715_T17MNR,scribble
point_6185,20191213T153611_20191213T153748_T17MNR,scribble
point_6187,20190216T153621_20190216T153615_T17MRU,scribble
point_6187,20190830T153619_20190830T153912_T17MRU,scribble
point_6187,20200206T153619_20200206T153613_T17MRU,scribble
point_6187,20200211T153611_20200211T153626_T17MRU,scribble
point_6187,20200705T153619_20200705T153621_T17MRU,scribble
point_6193,20190517T153621_20190517T153622_T18NTF,scribble
point_6193,20191208T153619_20191208T154047_T18NTF,scribble
point_6193,20200107T153619_20200107T154047_T17NRA,scribble
point_6193,20200127T153609_20200127T153611_T17NRA,scribble
point_6193,20200211T153611_20200211T153626_T17NRA,scribble
point_6194,20190313T153619_20190313T153840_T17NRB,scribble
point_6194,20190830T153619_20190830T153912_T18NTG,scribble
point_6194,20200206T153619_20200206T153613_T17NRB,scribble
point_6194,20200211T153611_20200211T153626_T18NTG,scribble
point_6194,20200312T153621_20200312T153615_T17NRB,scribble
point_6197,20190102T153619_20190102T153616_T17NRA,scribble
point_6197,20190412T153629_20190412T153623_T17NRA,scribble
point_6197,20190830T153619_20190830T153912_T17NRA,scribble
point_6197,20200107T153619_20200107T154047_T17NRA,scribble
point_6197,20200211T153611_20200211T153626_T17NRA,scribble
point_6209,20181217T151659_20181217T152024_T18NZL,scribble
point_6209,20190116T151709_20190116T152029_T18NZL,scribble
point_6209,20190615T151709_20190615T152011_T18NZL,scribble
point_6209,20190918T151701_20190918T151704_T18NZL,scribble
point_6209,20200724T151711_20200724T151814_T18NZL,scribble
point_6215,20190112T144731_20190112T144727_T20PLT,scribble
point_6215,20190206T144729_20190206T144731_T20PLT,scribble
point_6215,20190308T144729_20190308T144826_T20PLT,scribble
point_6215,20190731T144741_20190731T144736_T20PLT,scribble
point_6215,20200122T144659_20200122T144701_T20PLT,scribble
point_6222,20190127T144729_20190127T144731_T20QPD,scribble
point_6222,20190929T144731_20190929T144732_T20QPD,scribble
point_6222,20191128T144731_20191128T144725_T20QPD,scribble
point_6222,20200521T144729_20200521T144726_T20QPD,scribble
point_6222,20200531T144729_20200531T144727_T20QPD,scribble
point_6230,20190813T161901_20190813T163417_T15QZA,scribble
point_6230,20190927T162029_20190927T162738_T15QZA,scribble
point_6230,20200105T162649_20200105T163344_T15QZA,scribble
point_6230,20200305T162039_20200305T162745_T16QBF,scribble
point_6230,20200424T161829_20200424T162601_T15QZA,scribble
point_6234,20190516T163849_20190516T165438_T15QVU,scribble
point_6234,20190722T162839_20190722T164406_T15QVU,scribble
point_6234,20200205T164451_20200205T164832_T15QVU,scribble
point_6234,20200217T163339_20200217T164610_T15QVU,scribble
point_6234,20200318T162909_20200318T164745_T15QVU,scribble
point_6238,20190618T155911_20190618T161745_T16PFS,scribble
point_6238,20191105T160441_20191105T161109_T16PFS,scribble
point_6238,20200104T160641_20200104T161448_T16PFS,scribble
point_6238,20200612T155911_20200612T161758_T16PFS,scribble
point_6238,20200702T155911_20200702T161714_T16PFS,scribble
point_6241,20190509T155911_20190509T161050_T16PFS,scribble
point_6241,20190817T155911_20190817T161831_T16PFS,scribble
point_6241,20191105T160441_20191105T161109_T16PFS,scribble
point_6241,20191215T160651_20191215T161517_T16PFS,scribble
point_6241,20200104T160641_20200104T161448_T16PFS,scribble
point_6252,20190123T172621_20190123T173127_T13QDB,scribble
point_6252,20190607T171909_20190607T173611_T13QDB,scribble
point_6252,20190908T172859_20190908T174623_T13QDB,scribble
point_6252,20191005T172159_20191005T173031_T13QDB,scribble
point_6252,20200716T171901_20200716T173445_T13QDB,scribble
point_6257,20190405T170849_20190405T171705_T14SQG,scribble
point_6257,20190917T170941_20190917T172023_T14SQG,scribble
point_6257,20200514T170901_20200514T171659_T15STB,scribble
point_6257,20200529T170849_20200529T171931_T14SQG,scribble
point_6257,20200713T170901_20200713T171937_T14SQG,scribble
point_6260,20181225T165711_20181225T165712_T15SVV,scribble
point_6260,20200418T164901_20200418T165421_T15SVV,scribble
point_6260,20200617T164901_20200617T170013_T15SVV,scribble
point_6260,20200625T165849_20200625T170952_T15SVV,scribble
point_6260,20200720T165901_20200720T170832_T15SVV,scribble
point_6264,20190925T163021_20190925T163345_T16SCD,scribble
point_6264,20200405T163851_20200405T165117_T16SCD,scribble
point_6264,20200619T163839_20200619T165248_T16SCD,scribble
point_6264,20200709T163839_20200709T164859_T16SCD,scribble
point_6264,20200721T162901_20200721T163355_T16SCD,scribble
point_6265,20181224T163709_20181224T164217_T16SCD,scribble
point_6265,20190622T162839_20190622T163217_T16SCD,scribble
point_6265,20191124T163621_20191124T163618_T16SCD,scribble
point_6265,20200417T162829_20200417T163422_T16SCD,scribble
point_6265,20200721T162901_20200721T163355_T16SCD,scribble
point_6272,20191222T164709_20191222T164709_T15SYD,scribble
point_6272,20200220T164319_20200220T164334_T15SYD,scribble
point_6272,20200619T163839_20200619T164224_T16SBJ,scribble
point_6272,20200709T163839_20200709T164859_T16SBJ,scribble
point_6272,20200722T164849_20200722T165751_T15SYD,scribble
point_6274,20190127T170551_20190127T171004_T15TWE,scribble
point_6274,20190226T170251_20190226T170651_T15TWE,scribble
point_6274,20190407T165851_20190407T170401_T15TWE,scribble
point_6274,20190412T165849_20190412T170954_T15TWE,scribble
point_6274,20190427T165901_20190427T170819_T15TWE,scribble
point_6283,20190129T165539_20190129T165541_T16TDQ,scribble
point_6283,20190416T163849_20190416T165110_T16TDQ,scribble
point_6283,20190424T164901_20190424T165847_T16TDQ,scribble
point_6283,20190623T164901_20190623T165805_T16TDQ,scribble
point_6283,20191102T164439_20191102T164519_T16TDQ,scribble
point_6290,20190620T163901_20190620T163919_T16UFB,scribble
point_6290,20190903T163839_20190903T164329_T16UFB,scribble
point_6290,20200614T163901_20200614T164131_T16UFB,scribble
point_6290,20200617T164901_20200617T164927_T16UFB,scribble
point_6290,20200707T164901_20200707T165403_T16UFB,scribble
point_6293,20190607T162901_20190607T163258_T16UGU,scribble
point_6293,20190702T162839_20190702T162856_T16UGU,scribble
point_6293,20190717T162901_20190717T163927_T17ULP,scribble
point_6293,20191025T163351_20191025T163349_T16UGU,scribble
point_6293,20200601T162901_20200601T163222_T16UGU,scribble
point_6301,20190427T160839_20190427T161130_T17SNB,scribble
point_6301,20190731T160911_20190731T161908_T17SNB,scribble
point_6301,20190906T155901_20190906T160738_T17SNB,scribble
point_6301,20191011T160209_20191011T160358_T17SNB,scribble
point_6301,20200518T155819_20200518T161014_T17SNB,scribble
point_6307,20190713T155829_20190713T161056_T17SMS,scribble
point_6307,20200109T160629_20200109T160717_T17SMS,scribble
point_6307,20200319T155849_20200319T161044_T17SMS,scribble
point_6307,20200408T155819_20200408T160352_T17SMS,scribble
point_6307,20200413T155901_20200413T160427_T17SMS,scribble
point_6308,20190606T160839_20190606T162408_T17SMS,scribble
point_6308,20190713T155829_20190713T161056_T17SMS,scribble
point_6308,20190909T160901_20190909T162004_T17SMS,scribble
point_6308,20200426T160901_20200426T161838_T17SMS,scribble
point_6308,20200508T155819_20200508T161229_T17SMS,scribble
point_6309,20190819T154819_20190819T155450_T17SPS,scribble
point_6309,20190918T154919_20190918T160136_T17SPS,scribble
point_6309,20200428T155819_20200428T161140_T17SPS,scribble
point_6309,20200702T155911_20200702T160538_T17SPS,scribble
point_6309,20200729T154911_20200729T155243_T17SPS,scribble
point_6310,20190901T155829_20190901T160740_T17SPS,scribble
point_6310,20200319T155849_20200319T161044_T17SPS,scribble
point_6310,20200408T155819_20200408T160352_T17SPS,scribble
point_6310,20200428T155819_20200428T161140_T17SPS,scribble
point_6310,20200510T154911_20200510T155358_T17SPS,scribble
point_6313,20190721T160911_20190721T161927_T16SGB,scribble
point_6313,20200117T161611_20200117T162012_T17SKS,scribble
point_6313,20200125T162539_20200125T163132_T16SGB,scribble
point_6313,20200605T160911_20200605T161838_T16SGB,scribble
point_6313,20200630T160829_20200630T162352_T17SKS,scribble
point_6324,20190110T162639_20190110T162640_T16SGC,scribble
point_6324,20190510T161839_20190510T162822_T16SGC,scribble
point_6324,20190927T162029_20190927T162738_T16SGC,scribble
point_6324,20191126T162619_20191126T163241_T16SGC,scribble
point_6324,20200618T161911_20200618T162536_T16SGC,scribble
point_6325,20190904T160829_20190904T162326_T17SKT,scribble
point_6325,20191004T161119_20191004T161125_T17SKT,scribble
point_6325,20191113T161519_20191113T161520_T17SKT,scribble
point_6325,20191208T161651_20191208T162134_T17SKT,scribble
point_6325,20200516T160911_20200516T161837_T17SKT,scribble
point_6327,20190503T162839_20190503T164003_T16SEB,scribble
point_6327,20190617T162901_20190617T164244_T16SEB,scribble
point_6327,20190920T162949_20190920T164343_T16SEB,scribble
point_6327,20191119T163559_20191119T163811_T16SEB,scribble
point_6327,20191226T162659_20191226T162701_T16SEB,scribble
point_6330,20190521T163901_20190521T164606_T15SXT,scribble
point_6330,20190615T163849_20190615T165416_T15SXT,scribble
point_6330,20190814T163849_20190814T164716_T15SXT,scribble
point_6330,20200225T164251_20200225T164836_T15SXT,scribble
point_6330,20200410T163839_20200410T164710_T15SXT,scribble
point_6331,20181210T165659_20181210T165847_T15SXU,scribble
point_6331,20190424T164901_20190424T165847_T15SXU,scribble
point_6331,20190817T164849_20190817T165911_T15SXU,scribble
point_6331,20191220T165711_20191220T170328_T15SXU,scribble
point_6331,20200508T164901_20200508T165551_T15SXU,scribble
point_6332,20190514T164901_20190514T165358_T15SVU,scribble
point_6332,20190807T164849_20190807T165615_T15SVU,scribble
point_6332,20191103T170451_20191103T170811_T15SVU,scribble
point_6332,20200411T165851_20200411T171349_T15SVU,scribble
point_6332,20200622T164849_20200622T165340_T15SVU,scribble
point_6333,20181210T165659_20181210T165847_T15SVV,scribble
point_6333,20190524T164901_20190524T170014_T15SVV,scribble
point_6333,20190807T164849_20190807T165615_T15SVV,scribble
point_6333,20200418T164901_20200418T165421_T15SVV,scribble
point_6333,20200602T164849_20200602T165614_T15SVV,scribble
point_6337,20181231T171721_20181231T172008_T14SQC,scribble
point_6337,20190326T170939_20190326T172020_T14SQC,scribble
point_6337,20191019T170319_20191019T171034_T14SQC,scribble
point_6337,20191206T171711_20191206T171949_T14SQC,scribble
point_6337,20200424T170851_20200424T171631_T14SQC,scribble
point_6340,20191012T171239_20191012T171906_T14RKP,scribble
point_6340,20191211T171709_20191211T172439_T14RKP,scribble
point_6340,20200209T171449_20200209T172518_T14RKP,scribble
point_6340,20200328T171921_20200328T173623_T14RKP,scribble
point_6340,20200626T171901_20200626T173537_T13RHJ,scribble
point_6356,20190309T181151_20190309T181220_T13UCA,scribble
point_6356,20190426T181929_20190426T182043_T13UCA,scribble
point_6356,20190727T180921_20190727T180925_T13UCA,scribble
point_6356,20200422T180921_20200422T181626_T13UCA,scribble
point_6356,20200609T181919_20200609T182022_T13UCA,scribble
point_6362,20190831T180919_20190831T181408_T14VMQ,scribble
point_6362,20190928T182131_20190928T182500_T14VMQ,scribble
point_6362,20200204T180529_20200204T180554_T14VMQ,scribble
point_6362,20200415T181921_20200415T181920_T14VMQ,scribble
point_6362,20200626T180919_20200626T180927_T14VMQ,scribble
point_6364,20190220T182401_20190220T182517_T14WNS,scribble
point_6364,20190702T180929_20190702T181037_T14WNS,scribble
point_6364,20190715T181929_20190715T182114_T14WNS,scribble
point_6364,20200415T181921_20200415T181920_T14WNS,scribble
point_6364,20200606T180919_20200606T180916_T14WNS,scribble
point_6368,20190207T190549_20190207T190545_T11VPK,scribble
point_6368,20190622T185921_20190622T190618_T11VPK,scribble
point_6368,20200604T190919_20200604T191606_T11VPK,scribble
point_6368,20200629T190921_20200629T190918_T11VPK,scribble
point_6368,20200711T185919_20200711T190544_T11VPK,scribble
point_6371,20191121T194731_20191121T194726_T10VCM,scribble
point_6371,20200407T194909_20200407T194911_T09VXG,scribble
point_6371,20200429T193911_20200429T194455_T09VXG,scribble
point_6371,20200507T194859_20200507T194858_T09VXG,scribble
point_6371,20200718T193911_20200718T194609_T10VCM,scribble
point_6377,20190421T195901_20190421T195859_T09VVH,scribble
point_6377,20190526T195909_20190526T200436_T09VVH,scribble
point_6377,20190623T200901_20190623T201659_T09VVH,scribble
point_6377,20190809T195901_20190809T200340_T09VVH,scribble
point_6377,20200316T200151_20200316T200559_T09VVH,scribble
point_6384,20190519T200859_20190519T200901_T08VNL,scribble
point_6384,20190901T200911_20190901T201750_T08VNL,scribble
point_6384,20191123T202751_20191123T202751_T08VNL,scribble
point_6384,20200208T201601_20200208T201601_T08VNL,scribble
point_6384,20200627T200901_20200627T201513_T08VNL,scribble
point_6388,20190825T201851_20190825T202336_T08VNP,scribble
point_6388,20191007T203331_20191007T203421_T08VNP,scribble
point_6388,20200209T203609_20200209T203606_T08VNP,scribble
point_6388,20200509T202839_20200509T203551_T08VNP,scribble
point_6388,20200521T201901_20200521T202253_T08VNP,scribble
point_6389,20190414T200901_20190414T201235_T08VNH,scribble
point_6389,20190824T195859_20190824T200211_T08VNH,scribble
point_6389,20190901T200911_20190901T201750_T08VNH,scribble
point_6389,20200114T201759_20200114T201801_T08VNH,scribble
point_6389,20200510T195859_20200510T195854_T08VNH,scribble
point_6393,20190216T193459_20190216T193500_T09UWS,scribble
point_6393,20190512T192911_20190512T193517_T09UWS,scribble
point_6393,20191128T193751_20191128T193745_T09UWS,scribble
point_6393,20200315T194149_20200315T194835_T09UWS,scribble
point_6393,20200330T194001_20200330T194719_T09UWS,scribble
point_6396,20190224T212521_20190224T212717_T05VPG,scribble
point_6396,20190823T212521_20190823T212716_T06VUM,scribble
point_6396,20190828T212529_20190828T212526_T05VPG,scribble
point_6396,20191109T213719_20191109T213716_T05VPG,scribble
point_6396,20200701T213531_20200701T213534_T05VPG,scribble
point_6397,20190312T205249_20190312T205247_T06VXN,scribble
point_6397,20190327T205101_20190327T205057_T06VXN,scribble
point_6397,20190429T210031_20190429T210532_T06VXN,scribble
point_6397,20190713T210029_20190713T210229_T07VCH,scribble
point_6397,20190903T205021_20190903T205021_T06VXN,scribble
point_6401,20190219T212529_20190219T212525_T06VVR,scribble
point_6401,20190604T212521_20190604T212524_T06VVR,scribble
point_6401,20190627T213531_20190627T213533_T06VVR,scribble
point_6401,20190722T213539_20190722T213537_T06VVR,scribble
point_6401,20200613T212529_20200613T212524_T06VVR,scribble
point_6406,20190131T214731_20190131T214728_T05VNJ,scribble
point_6406,20190730T214531_20190730T214534_T05VNJ,scribble
point_6406,20200525T214541_20200525T214536_T05VNJ,scribble
point_6406,20200606T213529_20200606T213531_T05VNJ,scribble
point_6406,20200711T213531_20200711T213721_T05VNJ,scribble
point_6407,20190627T213531_20190627T213533_T05VMH,scribble
point_6407,20200517T213529_20200517T213528_T05VMH,scribble
point_6407,20200604T214541_20200604T214536_T05VMH,scribble
point_6407,20200616T213529_20200616T213531_T05VMH,scribble
point_6407,20200716T213529_20200716T213530_T05VMH,scribble
point_6409,20191013T214529_20191013T214531_T05VMF,scribble
point_6409,20191119T213759_20191119T213801_T05VMF,scribble
point_6409,20200207T213639_20200207T213642_T05VMF,scribble
point_6409,20200505T214531_20200505T214534_T05VMF,scribble
point_6409,20200525T214541_20200525T214536_T05VMF,scribble
point_6410,20200415T214531_20200415T214529_T04VDH,scribble
point_6410,20200503T215529_20200503T215525_T04VDH,scribble
point_6410,20200508T215531_20200508T215826_T04VDH,scribble
point_6410,20200619T214529_20200619T214532_T04VDH,scribble
point_6410,20200707T215531_20200707T215533_T04VDH,scribble
point_6414,20181227T214919_20181227T214916_T04VEJ,scribble
point_6414,20190210T214631_20190210T214630_T04VEJ,scribble
point_6414,20190414T215531_20190414T215531_T04VEJ,scribble
point_6414,20200208T215641_20200208T215643_T04VEJ,scribble
point_6414,20200405T214531_20200405T214527_T04VEJ,scribble
point_6421,20190802T210029_20190802T210141_T07VDH,scribble
point_6421,20200428T210019_20200428T210017_T07VDH,scribble
point_6421,20200622T210031_20200622T210027_T07VDH,scribble
point_6421,20200702T210031_20200702T210124_T07VDH,scribble
point_6421,20200709T205031_20200709T205025_T07VDH,scribble
point_6426,20181224T163709_20181224T164217_T16RDV,scribble
point_6426,20190508T162901_20190508T164349_T16RDV,scribble
point_6426,20190528T162901_20190528T163817_T16RDV,scribble
point_6426,20190925T163021_20190925T164413_T16RDV,scribble
point_6426,20191020T163319_20191020T163456_T16RDV,scribble
point_6429,20190108T163651_20190108T163646_T16RBV,scribble
point_6429,20190821T162839_20190821T164347_T16RBV,scribble
point_6429,20191020T163319_20191020T163456_T16RBV,scribble
point_6429,20191129T163629_20191129T163921_T16RBV,scribble
point_6429,20191219T163709_20191219T164030_T16RBV,scribble
point_6437,20181216T154549_20181216T154544_T18RUN,scribble
point_6437,20190428T155529_20190428T155532_T18RUN,scribble
point_6437,20190808T154551_20190808T154557_T18RUN,scribble
point_6437,20190831T155531_20190831T155526_T18RUN,scribble
point_6437,20200509T154549_20200509T154547_T18RUN,scribble
point_6438,20190214T154549_20190214T154549_T18QUM,scribble
point_6438,20190311T154551_20190311T154545_T18QUM,scribble
point_6438,20191012T154549_20191012T154550_T18QUM,scribble
point_6438,20191111T154549_20191111T154548_T18QUM,scribble
point_6438,20191206T154551_20191206T154547_T18QUM,scribble
point_6439,20190403T155531_20190403T155526_T18QUM,scribble
point_6439,20190922T154549_20190922T154549_T18QUM,scribble
point_6439,20190930T155531_20190930T155527_T18QUM,scribble
point_6439,20200128T155521_20200128T155518_T18QUM,scribble
point_6439,20200708T154549_20200708T154551_T18QUM,scribble
point_6443,20190323T153619_20190323T153619_T18QWL,scribble
point_6443,20190803T154559_20190803T154611_T18QWL,scribble
point_6443,20191007T154551_20191007T154552_T18QWL,scribble
point_6443,20191113T153621_20191113T153621_T18QWL,scribble
point_6443,20200130T154539_20200130T154542_T18QWL,scribble
point_6445,20190517T153621_20190517T153622_T18QWK,scribble
point_6445,20190616T153621_20190616T153622_T18QWK,scribble
point_6445,20190716T153621_20190716T153624_T18QWK,scribble
point_6445,20191118T153619_20191118T153617_T18QWK,scribble
point_6445,20200216T153619_20200216T153614_T18QWK,scribble
point_6452,20190623T152641_20190623T152643_T19QCA,scribble
point_6452,20190901T152641_20190901T152639_T19QCA,scribble
point_6452,20190926T152639_20190926T152639_T19QCA,scribble
point_6452,20191013T151709_20191013T151705_T19QCA,scribble
point_6452,20200131T151659_20200131T151656_T19QCA,scribble
point_6454,20191128T144731_20191128T144725_T20PPC,scribble
point_6454,20200127T144701_20200127T144700_T20PPC,scribble
point_6454,20200226T144721_20200226T144721_T20PPC,scribble
point_6454,20200426T144731_20200426T144728_T20PPC,scribble
point_6454,20200521T144729_20200521T144726_T20PPC,scribble
point_6462,20190407T144739_20190407T145613_T19LEF,scribble
point_6462,20190711T144741_20190711T145503_T19LEF,scribble
point_6462,20190929T144731_20190929T145611_T19LEF,scribble
point_6462,20200127T144701_20200127T144700_T19LEF,scribble
point_6462,20200401T144729_20200401T145602_T19LEF,scribble
point_6469,20190318T175049_20190318T180200_T13SDA,scribble
point_6469,20190626T174919_20190626T180045_T13SDA,scribble
point_6469,20190708T173911_20190708T174842_T13SDA,scribble
point_6469,20200206T175521_20200206T175942_T13SDA,scribble
point_6469,20200418T173859_20200418T174311_T13SDA,scribble
point_6471,20190124T174629_20190124T174625_T13SDB,scribble
point_6471,20190330T173921_20190330T174646_T13SDB,scribble
point_6471,20190623T173909_20190623T174342_T13SDB,scribble
point_6471,20190723T173909_20190723T174342_T13SDB,scribble
point_6471,20190810T174911_20190810T180109_T13SDB,scribble
point_6472,20181225T174739_20181225T174735_T13SDC,scribble
point_6472,20191016T174321_20191016T174339_T13SDC,scribble
point_6472,20191110T174549_20191110T174545_T13SDC,scribble
point_6472,20200426T174911_20200426T175706_T13SDC,scribble
point_6472,20200625T174911_20200625T175952_T13SDC,scribble
point_6480,20190708T173911_20190708T174842_T13TEF,scribble
point_6480,20190906T173901_20190906T174836_T13TEF,scribble
point_6480,20191203T175719_20191203T180227_T13TEF,scribble
point_6480,20200201T175549_20200201T175815_T13TEF,scribble
point_6480,20200620T174909_20200620T175739_T13TEF,scribble
point_6484,20190310T174141_20190310T175052_T13TEH,scribble
point_6484,20190404T173909_20190404T174550_T13TEH,scribble
point_6484,20190703T173909_20190703T174451_T13TEH,scribble
point_6484,20191016T174321_20191016T174339_T13TEH,scribble
point_6484,20200312T175029_20200312T175859_T13TEH,scribble
point_6495,20181228T175739_20181228T175740_T13TEM,scribble
point_6495,20200105T180729_20200105T180730_T13TEM,scribble
point_6495,20200519T175921_20200519T180036_T13TEM,scribble
point_6495,20200620T174909_20200620T175739_T13TEM,scribble
point_6495,20200715T174911_20200715T180016_T13TEM,scribble
point_6500,20190204T180531_20190204T180723_T13UEQ,scribble
point_6500,20190323T175011_20190323T175719_T13UEQ,scribble
point_6500,20190505T175921_20190505T180014_T13UEQ,scribble
point_6500,20190815T174919_20190815T175713_T13UEQ,scribble
point_6500,20200603T175909_20200603T180042_T13UEQ,scribble
point_6512,20190828T184921_20190828T185739_T11UPA,scribble
point_6512,20191024T184441_20191024T184438_T11UPA,scribble
point_6512,20191113T184631_20191113T184754_T11UPA,scribble
point_6512,20200130T185619_20200130T185618_T11UPA,scribble
point_6512,20200728T184919_20200728T184920_T11UPA,scribble
point_6513,20190405T184919_20190405T184920_T11UPB,scribble
point_6513,20190709T184921_20190709T185729_T11UPB,scribble
point_6513,20190729T184921_20190729T185251_T11UPB,scribble
point_6513,20190907T184921_20190907T185437_T11UPB,scribble
point_6513,20200524T184921_20200524T185506_T11UPB,scribble
point_6518,20190302T191319_20190302T191541_T10VFK,scribble
point_6518,20190521T190919_20190521T190922_T11VLE,scribble
point_6518,20190802T191919_20190802T192551_T10VFK,scribble
point_6518,20200503T191911_20200503T192714_T10VFK,scribble
point_6518,20200528T191909_20200528T192530_T10VFK,scribble
point_6521,20190330T192001_20190330T191959_T11VLH,scribble
point_6521,20190527T192919_20190527T192914_T11VLH,scribble
point_6521,20190909T192941_20190909T192940_T10VFN,scribble
point_6521,20200620T192909_20200620T192908_T10VFN,scribble
point_6521,20200725T192911_20200725T192911_T10VFN,scribble
point_6524,20190311T194219_20190311T194220_T10VEP,scribble
point_6524,20190427T192909_20190427T192912_T10VEP,scribble
point_6524,20190614T193911_20190614T194614_T10VEP,scribble
point_6524,20190721T192911_20190721T192910_T10VEP,scribble
point_6524,20200221T193429_20200221T193538_T10VEP,scribble
point_6529,20190412T192911_20190412T193023_T10VDL,scribble
point_6529,20190810T192911_20190810T193245_T10VDL,scribble
point_6529,20190813T193911_20190813T194608_T10VDL,scribble
point_6529,20190919T193101_20190919T193059_T10VDL,scribble
point_6529,20190922T194121_20190922T194122_T10VDL,scribble
point_6535,20190512T192911_20190512T193517_T10VCH,scribble
point_6535,20190530T193909_20190530T193910_T10VCH,scribble
point_6535,20190604T193901_20190604T194049_T10VCH,scribble
point_6535,20200325T193949_20200325T194411_T10VCH,scribble
point_6535,20200524T193909_20200524T194605_T10VCH,scribble
point_6539,20190212T195539_20190212T195535_T09VXD,scribble
point_6539,20190915T195041_20190915T195636_T09VXD,scribble
point_6539,20190922T194121_20190922T194122_T09VXD,scribble
point_6539,20190927T194159_20190927T194157_T09VXD,scribble
point_6539,20200628T193911_20200628T194710_T09VXD,scribble
point_6544,20190128T195701_20190128T195657_T09UWB,scribble
point_6544,20190410T193909_20190410T194528_T09UWB,scribble
point_6544,20191231T194821_20191231T194821_T09UWB,scribble
point_6544,20200118T195739_20200118T195739_T09UWB,scribble
point_6544,20200417T194859_20200417T195536_T09UWB,scribble
point_6550,20181222T200831_20181222T200830_T08VPK,scribble
point_6550,20190421T195901_20190421T195859_T08VPK,scribble
point_6550,20190511T195901_20190511T200156_T09VUE,scribble
point_6550,20190521T195901_20190521T200330_T09VUE,scribble
point_6550,20200306T200301_20200306T200718_T08VPK,scribble
point_6551,20190220T200441_20190220T200443_T08VPL,scribble
point_6551,20190322T200111_20190322T200532_T08VPL,scribble
point_6551,20190526T195909_20190526T200436_T09VUF,scribble
point_6551,20200309T201241_20200309T201426_T08VPL,scribble
point_6551,20200510T195859_20200510T195854_T08VPL,scribble
point_6560,20190202T154451_20190202T155200_T18SVH,scribble
point_6560,20190705T154911_20190705T155424_T18SVH,scribble
point_6560,20190821T153911_20190821T154404_T18SVH,scribble
point_6560,20191207T155629_20191207T155631_T18SVH,scribble
point_6560,20200629T154911_20200629T155413_T18SVH,scribble
point_6563,20190114T160619_20190114T160808_T18TUK,scribble
point_6563,20190228T160211_20190228T160836_T18TUK,scribble
point_6563,20190906T155901_20190906T160738_T18TUK,scribble
point_6563,20200129T160509_20200129T160512_T18TUK,scribble
point_6563,20200321T154931_20200321T155632_T18TUK,scribble
point_6568,20190218T151649_20190218T151650_T20UPD,scribble
point_6568,20190325T151651_20190325T151650_T20UPD,scribble
point_6568,20190723T151701_20190723T151656_T20UPD,scribble
point_6568,20190921T151651_20190921T151651_T20UPD,scribble
point_6568,20191011T151651_20191011T151654_T20UPD,scribble
point_6569,20190302T150711_20190302T150711_T20UPC,scribble
point_6569,20190911T151651_20190911T151649_T20UPC,scribble
point_6569,20190921T151651_20190921T151651_T20UPC,scribble
point_6569,20200714T150721_20200714T150721_T20UPC,scribble
