"id","ts_folders","ts_json","roy_folder","final_dataset"
2353,TRUE,TRUE,NA,NA
2354,TRUE,TRUE,NA,NA
2355,TRUE,TRUE,NA,NA
2356,TRUE,TRUE,NA,NA
2357,TRUE,TRUE,NA,NA
2358,TRUE,TRUE,NA,NA
2359,TRUE,TRUE,NA,NA
2360,TRUE,TRUE,NA,NA
2361,TRUE,TRUE,NA,NA
2362,TRUE,TRUE,NA,NA
2363,TRUE,TRUE,NA,NA
2364,TRUE,TRUE,NA,NA
2365,TRUE,TRUE,NA,NA
2366,TRUE,TRUE,NA,NA
2367,TRUE,TRUE,NA,NA
2368,TRUE,TRUE,NA,NA
2369,TRUE,TRUE,NA,NA
2370,TRUE,TRUE,NA,NA
2371,TRUE,TRUE,NA,NA
2372,TRUE,TRUE,NA,NA
2373,TRUE,TRUE,NA,NA
2374,TRUE,TRUE,NA,NA
2375,TRUE,TRUE,NA,NA
2376,TRUE,TRUE,NA,NA
2377,TRUE,TRUE,NA,NA
2378,TRUE,TRUE,NA,NA
2379,TRUE,TRUE,NA,NA
2380,TRUE,TRUE,NA,NA
2381,TRUE,TRUE,NA,NA
2382,TRUE,TRUE,NA,NA
2383,TRUE,TRUE,NA,NA
2384,TRUE,TRUE,NA,NA
2385,TRUE,TRUE,NA,NA
2386,TRUE,TRUE,NA,NA
2387,TRUE,TRUE,NA,NA
2388,TRUE,TRUE,NA,NA
2389,TRUE,TRUE,NA,NA
2390,TRUE,TRUE,NA,NA
2391,TRUE,TRUE,NA,NA
2392,TRUE,TRUE,NA,NA
2393,TRUE,TRUE,NA,NA
2394,TRUE,TRUE,NA,NA
2395,TRUE,TRUE,NA,NA
2396,TRUE,TRUE,NA,NA
2397,TRUE,TRUE,NA,NA
2398,TRUE,TRUE,NA,NA
2399,TRUE,TRUE,NA,NA
2400,TRUE,TRUE,NA,NA
2401,TRUE,TRUE,NA,NA
2402,TRUE,TRUE,NA,NA
2403,TRUE,TRUE,NA,NA
2404,TRUE,TRUE,NA,NA
2405,TRUE,TRUE,NA,NA
2406,TRUE,TRUE,NA,NA
2407,TRUE,TRUE,NA,NA
2408,TRUE,TRUE,NA,NA
2409,TRUE,TRUE,NA,NA
2410,TRUE,TRUE,NA,NA
2411,TRUE,TRUE,NA,NA
2412,TRUE,TRUE,NA,NA
2413,TRUE,TRUE,NA,NA
2414,TRUE,TRUE,NA,NA
2415,TRUE,TRUE,NA,NA
2416,TRUE,TRUE,NA,NA
2417,TRUE,TRUE,NA,NA
2418,TRUE,TRUE,NA,NA
2419,TRUE,TRUE,NA,NA
2420,TRUE,TRUE,NA,NA
2421,TRUE,TRUE,NA,NA
2422,TRUE,TRUE,NA,NA
2423,TRUE,TRUE,NA,NA
2424,TRUE,TRUE,NA,NA
2425,TRUE,TRUE,NA,NA
2426,TRUE,TRUE,NA,NA
2427,TRUE,TRUE,NA,NA
2428,TRUE,TRUE,NA,NA
2429,TRUE,TRUE,NA,NA
2430,TRUE,TRUE,NA,NA
2431,TRUE,TRUE,NA,NA
2432,TRUE,TRUE,NA,NA
2433,TRUE,TRUE,NA,NA
2434,TRUE,TRUE,NA,NA
2435,TRUE,TRUE,NA,NA
2436,TRUE,TRUE,NA,NA
2437,TRUE,TRUE,NA,NA
2438,TRUE,TRUE,NA,NA
2439,TRUE,TRUE,NA,NA
2440,TRUE,TRUE,NA,NA
2441,TRUE,TRUE,NA,NA
2442,TRUE,FALSE,NA,NA
2443,TRUE,TRUE,NA,NA
2444,TRUE,TRUE,NA,NA
2445,TRUE,TRUE,NA,NA
2446,TRUE,TRUE,NA,NA
2447,TRUE,TRUE,NA,NA
2448,TRUE,TRUE,NA,NA
2449,TRUE,TRUE,NA,NA
2450,TRUE,TRUE,NA,NA
2451,TRUE,TRUE,NA,NA
2452,TRUE,TRUE,NA,NA
2453,TRUE,TRUE,NA,NA
2454,TRUE,TRUE,NA,NA
2455,TRUE,TRUE,NA,NA
2456,TRUE,TRUE,NA,NA
2457,TRUE,FALSE,NA,NA
2458,TRUE,TRUE,NA,NA
2459,TRUE,TRUE,NA,NA
2460,TRUE,TRUE,NA,NA
2461,TRUE,TRUE,NA,NA
2462,TRUE,TRUE,NA,NA
2463,TRUE,TRUE,NA,NA
2464,TRUE,TRUE,NA,NA
2465,TRUE,TRUE,NA,NA
2466,TRUE,TRUE,NA,NA
2467,TRUE,TRUE,NA,NA
2468,TRUE,TRUE,NA,NA
2469,TRUE,TRUE,NA,NA
2470,TRUE,TRUE,NA,NA
2471,TRUE,TRUE,NA,NA
2472,TRUE,TRUE,NA,NA
2473,TRUE,TRUE,NA,NA
2474,TRUE,TRUE,NA,NA
2475,TRUE,TRUE,NA,NA
2476,TRUE,TRUE,NA,NA
2477,TRUE,TRUE,NA,NA
2478,TRUE,TRUE,NA,NA
2479,TRUE,TRUE,NA,NA
2480,TRUE,TRUE,NA,NA
2481,TRUE,TRUE,NA,NA
2482,TRUE,TRUE,NA,NA
2483,TRUE,TRUE,NA,NA
2484,TRUE,TRUE,NA,NA
2485,TRUE,TRUE,NA,NA
2486,TRUE,FALSE,NA,NA
2487,TRUE,TRUE,NA,NA
2488,TRUE,TRUE,NA,NA
2489,TRUE,TRUE,NA,NA
2490,TRUE,TRUE,NA,NA
2491,TRUE,TRUE,NA,NA
2492,TRUE,TRUE,NA,NA
2493,TRUE,FALSE,NA,NA
2494,TRUE,FALSE,NA,NA
2495,TRUE,FALSE,NA,NA
2496,TRUE,TRUE,NA,NA
2497,TRUE,TRUE,NA,NA
2498,TRUE,FALSE,NA,NA
2499,FALSE,FALSE,NA,NA
2500,TRUE,TRUE,NA,NA
2501,TRUE,TRUE,NA,NA
2502,TRUE,TRUE,NA,NA
2503,TRUE,TRUE,NA,NA
2504,TRUE,TRUE,NA,NA
2505,TRUE,TRUE,NA,NA
2506,TRUE,TRUE,NA,NA
2507,TRUE,TRUE,NA,NA
2508,TRUE,FALSE,NA,NA
2509,TRUE,TRUE,NA,NA
2510,TRUE,TRUE,NA,NA
2511,TRUE,FALSE,NA,NA
2512,TRUE,TRUE,NA,NA
2513,TRUE,FALSE,NA,NA
2514,TRUE,TRUE,NA,NA
2515,TRUE,TRUE,NA,NA
2516,TRUE,FALSE,NA,NA
2517,TRUE,TRUE,NA,NA
2518,TRUE,FALSE,NA,NA
2519,TRUE,TRUE,NA,NA
2520,TRUE,TRUE,NA,NA
2521,TRUE,TRUE,NA,NA
2522,TRUE,TRUE,NA,NA
2523,TRUE,TRUE,NA,NA
2524,TRUE,TRUE,NA,NA
2525,TRUE,TRUE,NA,NA
2526,TRUE,TRUE,NA,NA
2527,TRUE,TRUE,NA,NA
2528,TRUE,TRUE,NA,NA
2529,TRUE,TRUE,NA,NA
2530,TRUE,FALSE,NA,NA
2531,TRUE,FALSE,NA,NA
2532,TRUE,FALSE,NA,NA
2533,TRUE,FALSE,NA,NA
2534,TRUE,FALSE,NA,NA
2535,TRUE,TRUE,NA,NA
2536,TRUE,TRUE,NA,NA
2537,TRUE,TRUE,NA,NA
2538,TRUE,TRUE,NA,NA
2539,TRUE,TRUE,NA,NA
2540,TRUE,TRUE,NA,NA
2541,TRUE,TRUE,NA,NA
2542,TRUE,TRUE,NA,NA
2543,TRUE,TRUE,NA,NA
2544,TRUE,TRUE,NA,NA
2545,TRUE,TRUE,NA,NA
2546,TRUE,TRUE,NA,NA
2547,TRUE,TRUE,NA,NA
2548,TRUE,TRUE,NA,NA
2549,TRUE,TRUE,NA,NA
2550,TRUE,TRUE,NA,NA
2551,TRUE,TRUE,NA,NA
2552,TRUE,TRUE,NA,NA
2553,TRUE,TRUE,NA,NA
2554,TRUE,TRUE,NA,NA
2555,TRUE,TRUE,NA,NA
2556,TRUE,TRUE,NA,NA
2557,TRUE,TRUE,NA,NA
2558,TRUE,TRUE,NA,NA
2559,TRUE,TRUE,NA,NA
2560,TRUE,TRUE,NA,NA
2561,TRUE,TRUE,NA,NA
2562,TRUE,TRUE,NA,NA
2563,TRUE,TRUE,NA,NA
2564,TRUE,TRUE,NA,NA
2565,TRUE,TRUE,NA,NA
2566,TRUE,TRUE,NA,NA
2567,TRUE,TRUE,NA,NA
2568,TRUE,TRUE,NA,NA
2569,TRUE,TRUE,NA,NA
2570,TRUE,TRUE,NA,NA
2571,TRUE,TRUE,NA,NA
2572,TRUE,TRUE,NA,NA
2573,TRUE,TRUE,NA,NA
2574,TRUE,TRUE,NA,NA
2575,TRUE,TRUE,NA,NA
2576,TRUE,TRUE,NA,NA
2577,TRUE,TRUE,NA,NA
2578,TRUE,TRUE,NA,NA
2579,TRUE,TRUE,NA,NA
2580,TRUE,TRUE,NA,NA
2581,TRUE,TRUE,NA,NA
2582,TRUE,TRUE,NA,NA
2583,TRUE,TRUE,NA,NA
2584,TRUE,TRUE,NA,NA
2585,TRUE,TRUE,NA,NA
2586,TRUE,TRUE,NA,NA
2587,TRUE,TRUE,NA,NA
2588,TRUE,TRUE,NA,NA
2589,TRUE,TRUE,NA,NA
2590,TRUE,TRUE,NA,NA
2591,TRUE,TRUE,NA,NA
2592,TRUE,TRUE,NA,NA
2593,TRUE,TRUE,NA,NA
2594,TRUE,TRUE,NA,NA
2595,TRUE,TRUE,NA,NA
2596,TRUE,TRUE,NA,NA
2597,TRUE,TRUE,NA,NA
2598,TRUE,TRUE,NA,NA
2599,TRUE,TRUE,NA,NA
2600,TRUE,TRUE,NA,NA
2601,TRUE,TRUE,NA,NA
2602,TRUE,TRUE,NA,NA
2603,TRUE,TRUE,NA,NA
2604,TRUE,TRUE,NA,NA
2605,TRUE,TRUE,NA,NA
2606,TRUE,TRUE,NA,NA
2607,TRUE,TRUE,NA,NA
2608,TRUE,TRUE,NA,NA
2609,TRUE,TRUE,NA,NA
2610,TRUE,FALSE,NA,NA
2611,TRUE,TRUE,NA,NA
2612,TRUE,FALSE,NA,NA
2613,TRUE,TRUE,NA,NA
2614,TRUE,FALSE,NA,NA
2615,TRUE,FALSE,NA,NA
2616,TRUE,TRUE,NA,NA
2617,TRUE,TRUE,NA,NA
2618,TRUE,TRUE,NA,NA
2619,TRUE,TRUE,NA,NA
2620,TRUE,TRUE,NA,NA
2621,TRUE,TRUE,NA,NA
2622,TRUE,TRUE,NA,NA
2623,TRUE,TRUE,NA,NA
2624,TRUE,TRUE,NA,NA
2625,TRUE,TRUE,NA,NA
2626,TRUE,TRUE,NA,NA
2627,TRUE,TRUE,NA,NA
2628,TRUE,TRUE,NA,NA
2629,TRUE,TRUE,NA,NA
2630,TRUE,TRUE,NA,NA
2631,TRUE,TRUE,NA,NA
2632,TRUE,TRUE,NA,NA
2633,TRUE,TRUE,NA,NA
2634,TRUE,TRUE,NA,NA
2635,TRUE,TRUE,NA,NA
2636,TRUE,TRUE,NA,NA
2637,TRUE,TRUE,NA,NA
2638,TRUE,TRUE,NA,NA
2639,TRUE,TRUE,NA,NA
2640,TRUE,TRUE,NA,NA
2641,TRUE,TRUE,NA,NA
2642,TRUE,TRUE,NA,NA
2643,TRUE,FALSE,NA,NA
2644,TRUE,TRUE,NA,NA
2645,TRUE,TRUE,NA,NA
2646,TRUE,FALSE,NA,NA
2647,TRUE,FALSE,NA,NA
2648,TRUE,FALSE,NA,NA
2649,TRUE,TRUE,NA,NA
2650,TRUE,FALSE,NA,NA
2651,TRUE,TRUE,NA,NA
2652,TRUE,TRUE,NA,NA
2653,TRUE,FALSE,NA,NA
2654,TRUE,TRUE,NA,NA
2655,TRUE,TRUE,NA,NA
2656,TRUE,TRUE,NA,NA
2657,TRUE,TRUE,NA,NA
2658,TRUE,TRUE,NA,NA
2659,TRUE,TRUE,NA,NA
2660,TRUE,TRUE,NA,NA
2661,TRUE,TRUE,NA,NA
2662,TRUE,TRUE,NA,NA
2663,TRUE,TRUE,NA,NA
2664,TRUE,TRUE,NA,NA
2665,TRUE,TRUE,NA,NA
2666,TRUE,TRUE,NA,NA
2667,TRUE,TRUE,NA,NA
2668,TRUE,TRUE,NA,NA
2669,TRUE,TRUE,NA,NA
2670,TRUE,TRUE,NA,NA
2671,TRUE,TRUE,NA,NA
2672,TRUE,FALSE,NA,NA
2673,TRUE,TRUE,NA,NA
2674,TRUE,TRUE,NA,NA
2675,TRUE,TRUE,NA,NA
2676,TRUE,TRUE,NA,NA
2677,TRUE,FALSE,NA,NA
2678,TRUE,TRUE,NA,NA
2679,TRUE,TRUE,NA,NA
2680,TRUE,TRUE,NA,NA
2681,TRUE,FALSE,NA,NA
2682,TRUE,TRUE,NA,NA
2683,TRUE,TRUE,NA,NA
2684,TRUE,FALSE,NA,NA
2685,TRUE,TRUE,NA,NA
2686,TRUE,TRUE,NA,NA
2687,TRUE,FALSE,NA,NA
2688,TRUE,FALSE,NA,NA
2689,TRUE,FALSE,NA,NA
2690,TRUE,TRUE,NA,NA
2691,TRUE,TRUE,NA,NA
2692,TRUE,TRUE,NA,NA
2693,TRUE,TRUE,NA,NA
2694,TRUE,TRUE,NA,NA
2695,TRUE,TRUE,NA,NA
2696,TRUE,TRUE,NA,NA
2697,TRUE,TRUE,NA,NA
2698,TRUE,TRUE,NA,NA
2699,TRUE,TRUE,NA,NA
2700,TRUE,TRUE,NA,NA
2701,TRUE,TRUE,NA,NA
2702,TRUE,TRUE,NA,NA
2703,TRUE,TRUE,NA,NA
2704,TRUE,TRUE,NA,NA
2705,TRUE,FALSE,NA,NA
2706,TRUE,FALSE,NA,NA
2707,TRUE,FALSE,NA,NA
2708,TRUE,FALSE,NA,NA
2709,TRUE,FALSE,NA,NA
2710,TRUE,FALSE,NA,NA
2711,TRUE,FALSE,NA,NA
2712,TRUE,TRUE,NA,NA
2713,TRUE,FALSE,NA,NA
2714,TRUE,FALSE,NA,NA
2715,TRUE,FALSE,NA,NA
2716,TRUE,TRUE,NA,NA
2717,TRUE,FALSE,NA,NA
2718,TRUE,TRUE,NA,NA
2719,TRUE,FALSE,NA,NA
2720,TRUE,FALSE,NA,NA
2721,TRUE,TRUE,NA,NA
2722,TRUE,TRUE,NA,NA
2723,TRUE,TRUE,NA,NA
2724,TRUE,TRUE,NA,NA
2725,TRUE,TRUE,NA,NA
2726,TRUE,FALSE,NA,NA
2727,TRUE,FALSE,NA,NA
2728,TRUE,FALSE,NA,NA
2729,TRUE,FALSE,NA,NA
2730,TRUE,TRUE,NA,NA
2731,TRUE,FALSE,NA,NA
2732,TRUE,TRUE,NA,NA
2733,TRUE,TRUE,NA,NA
2734,TRUE,TRUE,NA,NA
2735,TRUE,TRUE,NA,NA
2736,TRUE,FALSE,NA,NA
2737,TRUE,TRUE,NA,NA
2738,TRUE,TRUE,NA,NA
2739,TRUE,TRUE,NA,NA
2740,TRUE,TRUE,NA,NA
2741,TRUE,TRUE,NA,NA
2742,TRUE,TRUE,NA,NA
2743,TRUE,FALSE,NA,NA
2744,TRUE,FALSE,NA,NA
2745,TRUE,TRUE,NA,NA
2746,TRUE,TRUE,NA,NA
2747,TRUE,TRUE,NA,NA
2748,TRUE,FALSE,NA,NA
2749,TRUE,TRUE,NA,NA
2750,TRUE,TRUE,NA,NA
2751,TRUE,TRUE,NA,NA
2752,TRUE,TRUE,NA,NA
2753,TRUE,TRUE,NA,NA
2754,TRUE,TRUE,NA,NA
2755,TRUE,TRUE,NA,NA
2756,TRUE,TRUE,NA,NA
2757,TRUE,TRUE,NA,NA
2758,TRUE,FALSE,NA,NA
2759,TRUE,TRUE,NA,NA
2760,TRUE,FALSE,NA,NA
2761,TRUE,FALSE,NA,NA
2762,TRUE,TRUE,NA,NA
2763,TRUE,FALSE,NA,NA
2764,TRUE,TRUE,NA,NA
2765,TRUE,FALSE,NA,NA
2766,TRUE,TRUE,NA,NA
2767,TRUE,TRUE,NA,NA
2768,TRUE,TRUE,NA,NA
2769,TRUE,TRUE,NA,NA
2770,TRUE,TRUE,NA,NA
2771,TRUE,TRUE,NA,NA
2772,TRUE,TRUE,NA,NA
2773,TRUE,FALSE,NA,NA
2774,TRUE,TRUE,NA,NA
2775,TRUE,FALSE,NA,NA
2776,TRUE,FALSE,NA,NA
2777,TRUE,TRUE,NA,NA
2778,TRUE,TRUE,NA,NA
2779,TRUE,FALSE,NA,NA
2780,TRUE,TRUE,NA,NA
2781,TRUE,FALSE,NA,NA
2782,TRUE,TRUE,NA,NA
2783,TRUE,TRUE,NA,NA
2784,TRUE,FALSE,NA,NA
2785,TRUE,FALSE,NA,NA
2786,TRUE,FALSE,NA,NA
2787,TRUE,TRUE,NA,NA
2788,TRUE,FALSE,NA,NA
2789,TRUE,TRUE,NA,NA
2790,TRUE,TRUE,NA,NA
2791,TRUE,TRUE,NA,NA
2792,TRUE,FALSE,NA,NA
2793,TRUE,TRUE,NA,NA
2794,TRUE,TRUE,NA,NA
2795,TRUE,FALSE,NA,NA
2796,TRUE,FALSE,NA,NA
2797,TRUE,TRUE,NA,NA
2798,TRUE,TRUE,NA,NA
2799,TRUE,TRUE,NA,NA
2800,TRUE,TRUE,NA,NA
2801,TRUE,FALSE,NA,NA
2802,TRUE,TRUE,NA,NA
2803,TRUE,TRUE,NA,NA
2804,TRUE,TRUE,NA,NA
2805,TRUE,TRUE,NA,NA
2806,TRUE,FALSE,NA,NA
2807,TRUE,TRUE,NA,NA
2808,TRUE,TRUE,NA,NA
2809,TRUE,TRUE,NA,NA
2810,TRUE,TRUE,NA,NA
2811,TRUE,TRUE,NA,NA
2812,TRUE,TRUE,NA,NA
2813,TRUE,TRUE,NA,NA
2814,TRUE,TRUE,NA,NA
2815,TRUE,TRUE,NA,NA
2816,TRUE,TRUE,NA,NA
2817,TRUE,TRUE,NA,NA
2818,TRUE,FALSE,NA,NA
2819,TRUE,FALSE,NA,NA
2820,TRUE,TRUE,NA,NA
2821,TRUE,TRUE,NA,NA
2822,TRUE,TRUE,NA,NA
2823,TRUE,TRUE,NA,NA
2824,TRUE,TRUE,NA,NA
2825,TRUE,TRUE,NA,NA
2826,TRUE,TRUE,NA,NA
2827,TRUE,TRUE,NA,NA
2828,TRUE,TRUE,NA,NA
2829,TRUE,TRUE,NA,NA
2830,TRUE,TRUE,NA,NA
2831,TRUE,TRUE,NA,NA
2832,TRUE,FALSE,NA,NA
2833,TRUE,TRUE,NA,NA
2834,TRUE,FALSE,NA,NA
2835,TRUE,TRUE,NA,NA
2836,TRUE,TRUE,NA,NA
2837,TRUE,TRUE,NA,NA
2838,TRUE,TRUE,NA,NA
2839,TRUE,TRUE,NA,NA
2840,TRUE,TRUE,NA,NA
2841,TRUE,TRUE,NA,NA
2842,TRUE,TRUE,NA,NA
2843,TRUE,TRUE,NA,NA
2844,TRUE,TRUE,NA,NA
2845,TRUE,TRUE,NA,NA
2846,TRUE,TRUE,NA,NA
2847,TRUE,TRUE,NA,NA
2848,TRUE,TRUE,NA,NA
2849,TRUE,TRUE,NA,NA
2850,TRUE,TRUE,NA,NA
2851,TRUE,TRUE,NA,NA
2852,TRUE,TRUE,NA,NA
2853,TRUE,TRUE,NA,NA
2854,TRUE,TRUE,NA,NA
2855,TRUE,TRUE,NA,NA
2856,TRUE,TRUE,NA,NA
2857,TRUE,FALSE,NA,NA
2858,TRUE,TRUE,NA,NA
2859,TRUE,TRUE,NA,NA
2860,TRUE,TRUE,NA,NA
2861,TRUE,TRUE,NA,NA
2862,TRUE,TRUE,NA,NA
2863,TRUE,TRUE,NA,NA
2864,TRUE,TRUE,NA,NA
2865,TRUE,TRUE,NA,NA
2866,TRUE,FALSE,NA,NA
2867,TRUE,FALSE,NA,NA
2868,TRUE,FALSE,NA,NA
2869,TRUE,FALSE,NA,NA
2870,TRUE,TRUE,NA,NA
2871,TRUE,FALSE,NA,NA
2872,TRUE,FALSE,NA,NA
2873,TRUE,TRUE,NA,NA
2874,TRUE,TRUE,NA,NA
2875,TRUE,TRUE,NA,NA
2876,TRUE,TRUE,NA,NA
2877,TRUE,TRUE,NA,NA
2878,TRUE,TRUE,NA,NA
2879,TRUE,TRUE,NA,NA
2880,TRUE,TRUE,NA,NA
2881,TRUE,TRUE,NA,NA
2882,TRUE,TRUE,NA,NA
2883,TRUE,TRUE,NA,NA
2884,TRUE,TRUE,NA,NA
2885,TRUE,TRUE,NA,NA
2886,TRUE,TRUE,NA,NA
2887,TRUE,TRUE,NA,NA
2888,TRUE,TRUE,NA,NA
2889,TRUE,TRUE,NA,NA
2890,TRUE,TRUE,NA,NA
2891,TRUE,TRUE,NA,NA
2892,TRUE,TRUE,NA,NA
2893,TRUE,TRUE,NA,NA
2894,TRUE,TRUE,NA,NA
2895,TRUE,TRUE,NA,NA
2896,TRUE,TRUE,NA,NA
2897,TRUE,TRUE,NA,NA
2898,TRUE,TRUE,NA,NA
2899,TRUE,TRUE,NA,NA
2900,TRUE,TRUE,NA,NA
2901,TRUE,TRUE,NA,NA
2902,TRUE,TRUE,NA,NA
2903,TRUE,TRUE,NA,NA
2904,TRUE,TRUE,NA,NA
2905,TRUE,TRUE,NA,NA
2906,TRUE,TRUE,NA,NA
2907,TRUE,TRUE,NA,NA
2908,TRUE,TRUE,NA,NA
2909,TRUE,TRUE,NA,NA
2910,TRUE,TRUE,NA,NA
2911,TRUE,FALSE,NA,NA
2912,TRUE,TRUE,NA,NA
2913,TRUE,TRUE,NA,NA
2914,TRUE,TRUE,NA,NA
2915,TRUE,TRUE,NA,NA
2916,TRUE,TRUE,NA,NA
2917,TRUE,TRUE,NA,NA
2918,TRUE,TRUE,NA,NA
2919,TRUE,TRUE,NA,NA
2920,TRUE,TRUE,NA,NA
2921,TRUE,FALSE,NA,NA
2922,TRUE,FALSE,NA,NA
2923,TRUE,TRUE,NA,NA
2924,TRUE,TRUE,NA,NA
2925,TRUE,TRUE,NA,NA
2926,TRUE,TRUE,NA,NA
2927,TRUE,TRUE,NA,NA
2928,TRUE,TRUE,NA,NA
2929,TRUE,TRUE,NA,NA
2930,TRUE,TRUE,NA,NA
2931,TRUE,TRUE,NA,NA
2932,TRUE,FALSE,NA,NA
2933,TRUE,FALSE,NA,NA
2934,TRUE,FALSE,NA,NA
2935,TRUE,TRUE,NA,NA
2936,TRUE,TRUE,NA,NA
2937,TRUE,TRUE,NA,NA
2938,TRUE,TRUE,NA,NA
2939,TRUE,TRUE,NA,NA
2940,TRUE,TRUE,NA,NA
2941,TRUE,TRUE,NA,NA
2942,TRUE,TRUE,NA,NA
2943,TRUE,TRUE,NA,NA
2944,TRUE,TRUE,NA,NA
2945,TRUE,TRUE,NA,NA
2946,TRUE,TRUE,NA,NA
2947,TRUE,TRUE,NA,NA
2948,TRUE,FALSE,NA,NA
2949,TRUE,TRUE,NA,NA
2950,TRUE,TRUE,NA,NA
2951,TRUE,TRUE,NA,NA
2952,TRUE,TRUE,NA,NA
2953,TRUE,TRUE,NA,NA
2954,TRUE,TRUE,NA,NA
2955,TRUE,TRUE,NA,NA
2956,TRUE,TRUE,NA,NA
2957,TRUE,FALSE,NA,NA
2958,TRUE,TRUE,NA,NA
2959,TRUE,TRUE,NA,NA
2960,TRUE,TRUE,NA,NA
2961,TRUE,FALSE,NA,NA
2962,TRUE,FALSE,NA,NA
2963,TRUE,TRUE,NA,NA
2964,TRUE,TRUE,NA,NA
2965,TRUE,TRUE,NA,NA
2966,TRUE,FALSE,NA,NA
2967,TRUE,TRUE,NA,NA
2968,TRUE,TRUE,NA,NA
2969,TRUE,TRUE,NA,NA
2970,TRUE,TRUE,NA,NA
2971,TRUE,FALSE,NA,NA
2972,TRUE,TRUE,NA,NA
2973,TRUE,FALSE,NA,NA
2974,TRUE,FALSE,NA,NA
2975,TRUE,FALSE,NA,NA
2976,TRUE,TRUE,NA,NA
2977,TRUE,TRUE,NA,NA
2978,TRUE,TRUE,NA,NA
2979,TRUE,FALSE,NA,NA
2980,TRUE,FALSE,NA,NA
2981,TRUE,TRUE,NA,NA
2982,TRUE,TRUE,NA,NA
2983,TRUE,TRUE,NA,NA
2984,TRUE,FALSE,NA,NA
2985,TRUE,TRUE,NA,NA
2986,TRUE,FALSE,NA,NA
2987,TRUE,FALSE,NA,NA
2988,TRUE,FALSE,NA,NA
2989,TRUE,FALSE,NA,NA
2990,TRUE,FALSE,NA,NA
2991,TRUE,FALSE,NA,NA
2992,TRUE,FALSE,NA,NA
2993,TRUE,FALSE,NA,NA
2994,TRUE,FALSE,NA,NA
2995,TRUE,FALSE,NA,NA
2996,TRUE,FALSE,NA,NA
2997,TRUE,FALSE,NA,NA
2998,TRUE,FALSE,NA,NA
2999,TRUE,FALSE,NA,NA
3000,TRUE,TRUE,NA,NA
3001,TRUE,TRUE,NA,NA
3002,TRUE,TRUE,NA,NA
3003,TRUE,TRUE,NA,NA
3004,TRUE,TRUE,NA,NA
3005,TRUE,TRUE,NA,NA
3006,TRUE,FALSE,NA,NA
3007,TRUE,TRUE,NA,NA
3008,TRUE,TRUE,NA,NA
3009,TRUE,TRUE,NA,NA
3010,TRUE,TRUE,NA,NA
3011,TRUE,FALSE,NA,NA
3012,TRUE,FALSE,NA,NA
3013,TRUE,FALSE,NA,NA
3014,TRUE,TRUE,NA,NA
3015,TRUE,FALSE,NA,NA
3016,TRUE,TRUE,NA,NA
3017,TRUE,FALSE,NA,NA
3018,TRUE,FALSE,NA,NA
3019,TRUE,FALSE,NA,NA
3020,TRUE,TRUE,NA,NA
3021,TRUE,TRUE,NA,NA
3022,TRUE,TRUE,NA,NA
3023,TRUE,TRUE,NA,NA
3024,TRUE,FALSE,NA,NA
3025,TRUE,TRUE,NA,NA
3026,TRUE,FALSE,NA,NA
3027,TRUE,TRUE,NA,NA
3028,TRUE,FALSE,NA,NA
3029,TRUE,FALSE,NA,NA
3030,TRUE,FALSE,NA,NA
3031,TRUE,FALSE,NA,NA
3032,TRUE,FALSE,NA,NA
3033,TRUE,TRUE,NA,NA
3034,TRUE,FALSE,NA,NA
3035,TRUE,TRUE,NA,NA
3036,TRUE,TRUE,NA,NA
3037,FALSE,FALSE,NA,NA
3038,TRUE,FALSE,NA,NA
3039,TRUE,TRUE,NA,NA
3040,TRUE,FALSE,NA,NA
3041,TRUE,FALSE,NA,NA
3042,TRUE,TRUE,NA,NA
3043,TRUE,FALSE,NA,NA
3044,TRUE,FALSE,NA,NA
3045,TRUE,TRUE,NA,NA
3046,TRUE,FALSE,NA,NA
3047,TRUE,TRUE,NA,NA
3048,TRUE,TRUE,NA,NA
3049,TRUE,FALSE,NA,NA
3050,TRUE,FALSE,NA,NA
3051,TRUE,FALSE,NA,NA
3052,TRUE,TRUE,NA,NA
3053,TRUE,TRUE,NA,NA
3054,TRUE,FALSE,NA,NA
3055,TRUE,TRUE,NA,NA
3056,TRUE,TRUE,NA,NA
3057,TRUE,TRUE,NA,NA
3058,TRUE,FALSE,NA,NA
3059,TRUE,FALSE,NA,NA
3060,TRUE,TRUE,NA,NA
3061,TRUE,FALSE,NA,NA
3062,TRUE,TRUE,NA,NA
3063,TRUE,TRUE,NA,NA
3064,TRUE,TRUE,NA,NA
3065,TRUE,TRUE,NA,NA
3066,TRUE,TRUE,NA,NA
3067,TRUE,FALSE,NA,NA
3068,TRUE,FALSE,NA,NA
3069,FALSE,FALSE,NA,NA
3070,FALSE,FALSE,NA,NA
3071,FALSE,FALSE,NA,NA
3072,FALSE,FALSE,NA,NA
3073,FALSE,FALSE,NA,NA
3074,TRUE,FALSE,NA,NA
3075,TRUE,FALSE,NA,NA
3076,TRUE,FALSE,NA,NA
3077,TRUE,TRUE,NA,NA
3078,TRUE,FALSE,NA,NA
3079,TRUE,TRUE,NA,NA
3080,TRUE,FALSE,NA,NA
3081,TRUE,TRUE,NA,NA
3082,TRUE,TRUE,NA,NA
3083,FALSE,FALSE,NA,NA
3084,FALSE,FALSE,NA,NA
3085,FALSE,FALSE,NA,NA
3086,FALSE,FALSE,NA,NA
3087,FALSE,FALSE,NA,NA
